"SIM","YEAR","FMORT"
1,1,0.0444571399195655
1,2,0.0399669253226553
1,3,0.0417808179331704
1,4,0.0393112472544807
1,5,0.0589540144717475
1,6,0.0392589363549069
1,7,0.056525584862857
1,8,0.0439080329102162
1,9,0.0600900542690464
1,10,0.0401001297614989
1,11,0.0621206775351377
1,12,0.0564404981562827
1,13,0.0415072177738049
1,14,0.070559931531091
1,15,0.0400718275876529
1,16,0.0632554521319944
1,17,0.0617865405327788
1,18,0.0487192873753238
1,19,0.036622791036975
1,20,0.0500826972458509
1,21,0.0711361756292291
1,22,0.0396641134685383
1,23,0.0653903185778461
1,24,0.0617665964244157
1,25,0.052905561320504
1,26,0.0597228726176955
1,27,0.0430014930257702
1,28,0.0624504452976357
1,29,0.0367011950447039
1,30,0.040979848160432
1,31,0.0449437769737267
1,32,0.0509393992231106
1,33,0.0478160551458299
1,34,0.0559531012952845
1,35,0.0533270929552784
1,36,0.0484598296688043
1,37,0.0719159465860042
1,38,0.0427060892252151
1,39,0.0567552771282854
1,40,0.0664326734965245
1,41,0.0464754708846177
1,42,0.0468858032317232
1,43,0.0375342488921093
1,44,0.0657868758164159
1,45,0.0611435280464013
1,46,0.0493146018200606
1,47,0.0363124247304836
1,48,0.0385523789540751
1,49,0.037912825296596
1,50,0.0512737631790141
1,51,0.0675455743194411
1,52,0.0541704804787538
1,53,0.0399469481432558
1,54,0.072226674876479
1,55,0.049000481175838
1,56,0.0691010110989035
1,57,0.0414439069739042
1,58,0.037488733261581
1,59,0.066892171169817
1,60,0.0432474118316761
1,61,0.038831984612849
2,1,0.0377133854467313
2,2,0.0448250002426426
2,3,0.052661731067322
2,4,0.0635793633278681
2,5,0.0518439170571434
2,6,0.0444985806239937
2,7,0.049193430047845
2,8,0.039836189989512
2,9,0.05767078688253
2,10,0.0396767074617733
2,11,0.0550557783755884
2,12,0.0605688246212304
2,13,0.046441123324001
2,14,0.0468190916332814
2,15,0.046544706767601
2,16,0.044547687922983
2,17,0.0599386456487353
2,18,0.0406697234224914
2,19,0.0704390975433739
2,20,0.0381100665546737
2,21,0.0633818590359972
2,22,0.0491424291732246
2,23,0.0496744301194925
2,24,0.0370555324184438
2,25,0.0513646631578062
2,26,0.048045099184184
2,27,0.0477119779433211
2,28,0.0526243761131071
