"SIM","YEAR","FMORT"
1,1,0.0598042673350027
1,2,0.0496574280598909
1,3,0.0473647452462879
1,4,0.0405955873613184
1,5,0.0567590622672169
1,6,0.0580323449719567
1,7,0.0460862227329852
1,8,0.0486933398073622
1,9,0.0513533342024566
1,10,0.0431912777117375
1,11,0.0522804477558191
1,12,0.0579010069488504
1,13,0.0426284053894975
1,14,0.0492081931267263
1,15,0.0467129845026248
1,16,0.0491409135724715
1,17,0.0530176854588562
1,18,0.0524021156492423
1,19,0.0423302314202625
1,20,0.0611044631204383
1,21,0.0458275421598541
1,22,0.0450845276169197
1,23,0.0494377327219894
1,24,0.0398508118626296
1,25,0.0555744074695241
1,26,0.0552891946673389
1,27,0.0560703790593368
1,28,0.0404738596566328
1,29,0.0425973397952829
1,30,0.0454575997028014
1,31,0.0582715291382606
1,32,0.0523374805479752
1,33,0.0405749715675785
1,34,0.0410887497820985
1,35,0.0440743144076493
1,36,0.0531226789451665
1,37,0.0474644714417451
1,38,0.0569879943201893
1,39,0.0444754461086241
1,40,0.0484323605766486
1,41,0.053076454113193
1,42,0.0590668630813029
1,43,0.0521773981472252
1,44,0.0530597539643322
1,45,0.0418310870320537
1,46,0.0538200129643439
1,47,0.0405454734717433
1,48,0.0502535293079435
1,49,0.0525306092387229
1,50,0.0495155872482291
1,51,0.041802581686251
1,52,0.0576823606790916
1,53,0.0603767394381423
1,54,0.0474408203717794
1,55,0.0605450427251608
1,56,0.0404408618979259
1,57,0.0405519482947162
1,58,0.0515012314081998
1,59,0.0432713788596183
1,60,0.0402872488890528
1,61,0.048448602968558
2,1,0.0568656761808778
2,2,0.0410028716874364
2,3,0.047370825883509
2,4,0.045336594584026
2,5,0.0511424245532238
2,6,0.0427954410640444
2,7,0.0439946077227331
2,8,0.0460803760735435
2,9,0.0547003873363273
2,10,0.0427390446644265
2,11,0.0613160765561017
2,12,0.0529130541575346
2,13,0.0470451446854486
2,14,0.0441896657791865
2,15,0.0399029881055697
2,16,0.0570028713051515
2,17,0.0476779142643872
2,18,0.041260284717293
2,19,0.042833678429455
2,20,0.0594657112533511
2,21,0.0446972063902984
2,22,0.0495089701792125
2,23,0.0535891876993466
2,24,0.0423596132945436
2,25,0.0485127829497233
2,26,0.0405802376525899
2,27,0.0417207999766658
2,28,0.0562980826007018
2,29,0.0463682120289951
2,30,0.0439402759008775
2,31,0.0446581852684374
2,32,0.0559020935182226
2,33,0.0410037919297017
2,34,0.050886946153802
2,35,0.0517037829549021
2,36,0.0465940112037267
2,37,0.0490283066628762
2,38,0.0581153051748805
2,39,0.0587070886627058
2,40,0.0438392940038396
2,41,0.0423410251060893
2,42,0.0399932153038098
2,43,0.0408748014746054
2,44,0.0558979745022211
2,45,0.0434971304656598
2,46,0.0576517593798971
2,47,0.0538305527386355
2,48,0.0501538291762374
2,49,0.0455901037179799
2,50,0.0554022790199215
2,51,0.0449111602996348
2,52,0.0526975556209787
2,53,0.0547079759955717
2,54,0.0412178498651437
2,55,0.0586519209233034
2,56,0.0402763101717551
2,57,0.0415611175487563
2,58,0.0399214914017552
2,59,0.0619112277019443
2,60,0.0466506983061064
2,61,0.0448301851587512
3,1,0.0439921339762802
3,2,0.0477720217077289
3,3,0.0467018537667306
3,4,0.0415188973953406
3,5,0.0529522672314514
3,6,0.0510573482758276
3,7,0.0402184820901188
3,8,0.0468909052633645
3,9,0.055285382768423
3,10,0.0413066602377291
3,11,0.0517050080031377
3,12,0.0597176215662605
3,13,0.0594898298973017
3,14,0.0408846168998965
3,15,0.0429023906548417
3,16,0.0410026172408493
3,17,0.0552716871325734
3,18,0.0507411332135843
3,19,0.0613942883145676
3,20,0.0432731943374405
3,21,0.055105619072666
3,22,0.045709611847031
3,23,0.0578417070396793
3,24,0.0499492496456349
3,25,0.0398746816193623
3,26,0.0420925189792044
3,27,0.0515571080273638
3,28,0.0462010589302789
3,29,0.0595987772041143
3,30,0.0442767900167688
3,31,0.0520476697756529
3,32,0.0526811286018145
3,33,0.0443303351849005
3,34,0.0449005197568297
3,35,0.0572548212315935
3,36,0.0575269494137681
3,37,0.0531178366337514
3,38,0.0572498364527794
3,39,0.059742825993146
3,40,0.0477624549283765
3,41,0.0529068230481143
3,42,0.0444191884049224
3,43,0.053720969992529
3,44,0.0597618991463763
3,45,0.0528390824374326
3,46,0.0434937819762081
3,47,0.0432611350240959
3,48,0.048215188904006
3,49,0.0459080120084665
3,50,0.0548306676657342
3,51,0.0410080013806346
3,52,0.048073375763932
3,53,0.0594860967675718
3,54,0.0513990386334902
3,55,0.0530128839752358
3,56,0.0606163390614597
3,57,0.047267354259452
3,58,0.0608366362892713
3,59,0.0406135793647415
3,60,0.0418971438520654
3,61,0.0483678303495125
4,1,0.0591025715660481
4,2,0.0538426216955576
4,3,0.0538362184210621
4,4,0.0438661379875272
4,5,0.0524724183387105
4,6,0.0600085324444332
4,7,0.0498628774431702
4,8,0.0416017479903527
4,9,0.0403090559321578
4,10,0.0592817219182597
4,11,0.0515143068398926
4,12,0.056840411142172
4,13,0.0476345789017801
4,14,0.0450205678223165
4,15,0.0517090005713113
4,16,0.0484401840766867
4,17,0.0466018895957193
4,18,0.0521089587708339
4,19,0.0436779252727057
4,20,0.0429792979367965
4,21,0.0409059928382477
4,22,0.0508803960802833
4,23,0.0399361242174734
4,24,0.0437186426662462
4,25,0.0427228940273964
4,26,0.0506296239502182
4,27,0.055850454908719
4,28,0.0411532707747848
4,29,0.0468840749640146
4,30,0.0545815672537177
4,31,0.0445581791623832
4,32,0.0594663464231143
4,33,0.0443287878963349
4,34,0.0487877592255339
4,35,0.0415381968291807
4,36,0.0482493860361142
4,37,0.0428466744329578
4,38,0.0402967952740434
4,39,0.0555424358670869
4,40,0.047674953746631
4,41,0.047855405467174
4,42,0.0457363432681247
4,43,0.0417772916352247
4,44,0.0490609063409869
4,45,0.0476888278613344
4,46,0.0510636813396892
4,47,0.0616543030358956
4,48,0.0407513915252594
4,49,0.0446447800250574
4,50,0.0413422431316926
4,51,0.0565520458432664
4,52,0.0574615152089245
4,53,0.0443478841412202
4,54,0.0562705960561772
4,55,0.0545180129008712
4,56,0.0566567896879234
4,57,0.045146746341739
4,58,0.0524746547594733
4,59,0.0605887424274303
4,60,0.0500605181540525
4,61,0.0446973445602038
5,1,0.0438241050066309
5,2,0.0553025478324474
5,3,0.0452303977503274
5,4,0.052702144615829
5,5,0.0479709145363062
5,6,0.0538180978789481
5,7,0.0552818179874212
5,8,0.0454339393059067
5,9,0.0606612106756174
5,10,0.0484063898461968
5,11,0.0550487194003944
5,12,0.0528183966045181
5,13,0.0433657564363495
5,14,0.0532932037396612
5,15,0.0472088486320412
5,16,0.0610852867866133
5,17,0.0477694982254253
5,18,0.0461403526086093
5,19,0.0586007937116419
5,20,0.0541771249594349
5,21,0.0479988848635782
5,22,0.0509365214235173
5,23,0.04035354936741
5,24,0.0575836057624532
5,25,0.055134121115399
5,26,0.040212649383404
5,27,0.0488481527802589
5,28,0.0583556156471387
5,29,0.0554477181713881
5,30,0.0592878316129344
5,31,0.0563776651346099
5,32,0.0518040964432988
5,33,0.0540650184800536
5,34,0.0405767459841747
5,35,0.0469246542077043
5,36,0.0410760539986679
5,37,0.0490991549846538
5,38,0.0427315817312992
5,39,0.0541072134017063
5,40,0.0546224929955483
5,41,0.0509120499004376
5,42,0.0438847548330882
5,43,0.0502946886430393
5,44,0.0605618356254653
5,45,0.0499933303173294
5,46,0.060311724262428
5,47,0.0420525340126784
5,48,0.0458584538127208
5,49,0.0494544243788638
5,50,0.0490395286613379
5,51,0.0565349882747145
5,52,0.0563538039340556
5,53,0.0558122186209545
5,54,0.0483890909678328
5,55,0.0523308519861843
5,56,0.0429212553268686
5,57,0.0460965133596395
5,58,0.0508824821735667
5,59,0.043232565316224
5,60,0.0614389811454632
5,61,0.0410292095904052
6,1,0.0444851349307603
6,2,0.0422478881752475
6,3,0.0570280673644043
6,4,0.0495983953172102
6,5,0.0529404083345999
6,6,0.0516327434034797
6,7,0.0558688820122427
6,8,0.0480622407460503
6,9,0.0516028469148575
6,10,0.0614035547660582
6,11,0.045417895714364
6,12,0.0574774752087817
6,13,0.0606004662425263
6,14,0.0515317164633717
6,15,0.0448052761252597
6,16,0.047537393655988
6,17,0.0527709440279375
6,18,0.0451217439032796
6,19,0.0406156912110909
6,20,0.0434619482475397
6,21,0.0516811535423026
6,22,0.0417411678672377
6,23,0.0540127562469807
6,24,0.0399884120615409
6,25,0.0473526217276225
6,26,0.046260007898723
6,27,0.0450088955367949
6,28,0.0442368114439016
6,29,0.0517493972782259
6,30,0.0458916735304112
6,31,0.0575847599728594
6,32,0.0481798546345342
6,33,0.0500090242304207
6,34,0.0473481831021128
6,35,0.0500670707617052
6,36,0.053162885151532
6,37,0.0507128909124527
6,38,0.0554025856317016
6,39,0.0423265606232276
6,40,0.058399190885189
6,41,0.0464316315286238
6,42,0.0552374031871443
6,43,0.0616062780421906
6,44,0.0466974208162176
6,45,0.051709211673999
6,46,0.0497127222571375
6,47,0.0495247068074375
6,48,0.0616801795729825
6,49,0.0541383542454907
6,50,0.0458423378640749
6,51,0.0417207652691523
6,52,0.0546226424869358
6,53,0.0418027949001953
6,54,0.0457595245302505
6,55,0.0482679264555415
6,56,0.0409999128492008
6,57,0.0508426812371104
6,58,0.0564336545424229
6,59,0.0410117885159228
6,60,0.0448664796771836
6,61,0.0459427397473129
7,1,0.0496308385691483
7,2,0.0557366681302003
7,3,0.0549548109940751
7,4,0.0409051551419658
7,5,0.0403821966454057
7,6,0.0403614394575053
7,7,0.0469989749844363
7,8,0.0480308023904294
7,9,0.0503763738776756
7,10,0.0439560138189955
7,11,0.0602680448132861
7,12,0.0483299494061411
7,13,0.0537572486539512
7,14,0.0585040575204287
7,15,0.0439584069427961
7,16,0.0432678657307227
7,17,0.0544115830488713
7,18,0.0488071861809993
